falsePositiveRate truePositiveRate threshold
0.000000000000000000e+00 0.000000000000000000e+00 1.999999999999969802e+00
0.000000000000000000e+00 1.860465116279069742e-01 9.999999999999699130e-01
0.000000000000000000e+00 9.534883720930232842e-01 7.070161409875630465e-01
1.428571428571428527e-02 9.534883720930232842e-01 6.151685827420297903e-01
1.428571428571428527e-02 1.000000000000000000e+00 4.749254009320803549e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.175529312328394287e-05
